cad8e1b8-5897-4174-879e-76d7b26443f7,2020-02-08,12:00:00,07ed5c79-7f96-4b36-905f-d949594ed5a6,cc63262d-5389-4e9c-90c9-a3819117a002,8af29c00-8e6b-45fe-aaca-d5524b65cdaa,2893939671494552,739.01,12.09,96.07,822.99
791dce4c-bb45-4380-ac14-e293a055aec0,2017-09-15,12:00:00,ba4ffde4-ee40-4586-b4a7-fbd1b925701d,7973c0bd-2146-4758-9526-d5ab17d80ebb,2883f3ed-5a9b-4cff-8ce8-650b7b488e81,8610997342753678,275.5,87.8,35.81,223.51
c21e5708-be65-4372-b55f-38301ba09b18,2016-06-03,12:00:00,e146fabc-7e25-40df-893d-b57a698ac11a,2304176b-3ecd-4fe9-a319-1b0a68597044,602e2f3f-e297-4ec3-a67c-a75ff55d8bd8,2450584660117472,963.97,67.1,125.32,1022.19
cb942c55-a9f1-4ea6-8116-e4928ff69946,2020-11-03,12:00:00,a1639719-7ddc-4531-ae4d-a645cad443f5,404655bd-704b-4620-8acf-637e38072b0c,46c84baa-90ca-48e2-8d5f-5eaf9e27aad9,7704722749719860,798.29,74.58,103.78,827.4899999999999
5c426c3d-f49c-4e57-a9aa-19747c7ac3a3,2015-05-22,12:00:00,5eff2a92-958a-450f-a1fe-4e4e15e86297,11ec7c89-ce7d-4a10-a3cc-160d0fc36456,6ee2f14c-8201-4811-bfac-86069a726238,0714065904007275,670.14,55.22,87.12,702.04
e535b223-7577-4a96-b151-d84e9febfab7,2017-10-15,12:00:00,cd7ca759-05ba-469b-b0cd-ffcc576f4b5b,faec4fa9-3efc-456b-847f-b6fe844ac891,3206ae9f-c036-4532-b135-66549355b386,6166542650733391,1083.41,46.4,140.84,1177.85
6710cd4d-8eb7-4491-968b-182b4569d63c,2022-02-21,12:00:00,89b0049a-2740-449c-adb9-4f6ecf5d0107,cb0b312a-7562-4122-8ba2-ec3c7dd007d0,c77cda53-10fc-4a3c-857d-0dbca77d6861,6378469722206085,617.17,32.22,80.23,665.18
fcaf3702-0c3a-4b0e-a315-ec42d6775093,2019-05-30,12:00:00,8f1ba705-d852-4ff6-a57c-e3f111ebe88f,61760509-9b54-44ad-9e48-13337c28ceec,db13002b-5877-4d2b-9e27-d8cbb438e981,1726926058458631,1158.91,44.13,150.66,1265.44
aa890904-7a91-4b05-afe0-f3ebc6a6ccb0,2021-04-26,12:00:00,47566485-ed98-477a-b798-336c9ade3a0e,e10c4227-2506-4a4c-a9ce-c5e64221241b,19d68fa9-870a-4651-8c95-15a1bfcdfabd,0959504740450334,590.67,89.35,76.79,578.1099999999999
8c598dab-2214-442c-a2f0-0703865b0b27,2016-10-20,12:00:00,ed833f98-3859-4344-bffc-7f5cb41ec7c8,0ec846f6-f679-4ad6-8ea7-d662b5e6d51e,de24345a-d7c5-4e2b-8e0a-c71acdfb49e3,3853241452171633,224.42,59.3,29.17,194.29000000000002
82444986-133f-4c01-850b-45f3961b485e,2015-03-07,12:00:00,7b27b7a8-6728-4b08-9af0-860d580c2944,913a28b3-7556-4d2e-868a-1b4954d37ccc,93471caf-3471-4811-88ae-3042d6e9298a,3193716698007452,229.41,73.3,29.82,185.93
